case,GT_sub_fat_vol,GT_muscle_vol,JF_sub_fat_vol,JF_vis_fat_vol,JF_muscle_vol,TS_sub_fat_vol,TS_vis_fat_vol,TS_muscle_vol
case_061,587.4114151000977,378.5570602416992,533.5145568847656,604.1873779296875,346.0121307373047,576.7045059204102,710.6762542724609,269.58744049072266
case_062,4657.4033203125,1960.65966796875,4386.11572265625,8643.65185546875,1651.4912109375,4612.24072265625,8498.73779296875,1424.56640625
case_063,1000.1428527832031,440.8997497558594,900.9643249511719,1927.4331665039062,423.193359375,848.443359375,1935.5830993652344,285.5665283203125
case_064,1751.2682418823242,874.3131446838379,1552.2721462249756,3601.478246688843,835.4533576965332,1638.8281536102295,3698.2205200195312,685.8175277709961
case_065,2192.1596879577637,908.696519947052,2041.3478790855409,4514.110152950287,796.9467817306519,2195.245002975464,4468.112318916321,587.9538617515564
case_066,952.6985781860352,404.8299203491211,898.607165222168,1644.501849975586,369.2877444458008,932.3575881958008,1702.86303314209,278.2643984985352
case_067,1608.629150390625,942.7027587890625,1495.1085205078125,1023.633544921875,901.1596069335938,1563.3360900878906,1150.6607666015625,771.1561889648438
case_068,1490.04421875,820.1798876953126,1346.888759765625,4033.6895751953125,760.5279052734376,1310.7447314453125,4024.5922216796876,569.16060546875
case_069,1986.3421304592616,1715.9685915688697,1877.3604433060716,4807.912549409572,1494.2000007705956,2033.8332400556371,4864.584460856049,1305.6481773013684
case_070,2152.4248657226562,913.880859375,1942.5507202148438,2784.8241577148438,866.1056518554688,2065.895538330078,3092.9627990722656,662.0806274414062
case_071,1637.5275707244873,935.2318840026855,1502.096580505371,3553.7007122039795,863.7696475982666,1602.9206199645996,3585.714099884033,689.1393013000488
case_072,928.5186614990234,495.41686248779297,839.5340423583984,1148.2519073486328,457.1802749633789,888.7887725830078,1167.0352172851562,362.01258087158203
case_073,2145.8185625069664,1536.559529388679,2033.9101503901036,2449.6254927126,1370.2724146452929,2135.045492492352,2653.82736033247,1218.4740645891354
case_074,3074.6853642082215,1784.8103029060364,2814.578895664215,4027.0938884925845,1616.8808938980103,2967.487716007233,4201.570013523102,1465.2498240280152
case_075,1997.3886201095581,1478.9415979385376,1812.548944644928,1483.135721912384,1342.694962463379,1890.3676049423218,1774.0932905387879,1229.808941860199
case_076,1083.6847839355469,685.0621032714844,931.7756729125977,3978.45760345459,637.9585342407227,1026.624526977539,3849.694664001465,510.3660202026367
case_077,1294.3878173828125,725.164794921875,1173.0438232421875,1156.6253662109375,698.03466796875,1229.913330078125,1224.7894287109375,586.65771484375
case_078,3206.0797345794936,1938.42200066192,3020.842252906355,8367.83662657543,1635.565768916649,3286.7617077585837,8182.158470507922,1347.4500956630309
case_079,3077.3250102996826,1462.3167514801025,2920.512342453003,5464.380741119385,1219.4540977478027,3124.19114112854,5413.536357879639,1016.7872428894043
case_080,2431.520580768585,1585.904329776764,2169.38116979599,5494.262476444244,1415.1992955207825,2323.692714214325,5553.016243457794,1250.785732269287
case_081,3243.490982055664,998.5222091674805,3089.410530090332,5920.600997924805,892.3323364257812,3255.9176712036133,5876.104652404785,667.5380096435547
case_082,851.2331085205078,505.16919708251953,748.5836486816406,1993.1567077636719,470.0832977294922,767.5491485595703,2309.144630432129,292.9737319946289
case_083,723.1186206054688,521.0502978515625,620.5208557128907,616.5466967773438,492.754560546875,655.89052734375,775.6570703125,412.72617797851564
case_084,5053.4757329203485,2540.4962010442805,4854.411437022513,6659.754150654971,2215.2157140109325,5243.371616407338,6699.598257125382,1775.1814566782407
case_085,653.1763076782227,459.09881591796875,590.1145935058594,868.3252334594727,407.6671600341797,631.7853927612305,941.4815902709961,318.1600570678711
case_086,3571.256099420408,1549.532622407015,3385.6883487084974,3225.788293322673,1389.9483649998856,3515.76675074078,3170.3475289474586,1234.1202816278171
case_087,4346.070382563096,1924.734612868171,4257.205216324828,6993.849552264326,1629.446153727963,4450.599378769446,6970.083119006305,1380.3659929935936
case_088,1747.632417678833,967.7054500579834,1601.2643013000488,3114.9397888183594,889.0955829620361,1746.9023933410645,3164.465063095093,641.4163112640381
case_089,1216.2071228027344,942.6870346069336,1120.033836364746,3367.1070098876953,842.6376342773438,1081.5799713134766,3412.2127532958984,726.0744094848633
case_090,4646.748957616515,2432.2720935608836,4236.347319051555,5797.92169597374,2136.4086665299433,4417.267268872992,5754.0360994610965,1940.4003638673646
case_091,2274.7531414031982,1364.8418426513672,2116.1367416381836,4905.571460723877,1144.2033290863037,2352.3715496063232,4913.3734703063965,951.6288757324219
case_092,2385.1340573609737,839.1430454624009,2278.8471540749465,3972.739508395873,740.1415546732378,2461.1148668168494,4071.3030596640224,469.6171463670433
case_093,645.4648866653442,382.98655031204225,566.7872987365723,579.9767840385438,362.9531391525269,590.4838178634644,632.755394821167,303.5970103645325
case_094,5254.015922546387,2326.788902282715,5030.183792114258,7838.325500488281,1938.943862915039,5421.600341796875,8120.322227478027,1509.1276168823242
case_095,2646.889931201935,1817.7817797660828,2416.685574531555,3351.369472503662,1449.075123310089,2529.021316051483,3226.2067036628723,1194.220064163208
case_096,741.0784225463867,375.00516510009766,680.9842834472656,444.0973129272461,356.1195373535156,639.3130645751953,507.76641845703125,262.6856689453125
case_097,1131.4916610717773,563.5404586791992,1024.637222290039,1942.4104690551758,532.4077606201172,1069.9224472045898,1942.9540634155273,424.5615005493164
case_098,504.29718017578125,464.2841491699219,423.58392333984375,1359.103271484375,466.877197265625,444.77325439453125,1351.6182861328125,398.9363708496094
case_099,2776.438201904297,1580.6437377929688,2579.255615234375,6609.532684326172,1325.2838134765625,2810.2294311523438,6541.359405517578,1110.4209289550781
case_100,1162.7166353284524,895.5082078726933,1030.8310517386133,3065.1410464003297,849.6505287086374,839.4737044136712,3039.361594329725,602.4349476824208
case_101,1962.383903503418,1342.8295516967773,1903.0113677978516,3446.1023864746094,1003.9871826171875,2160.41170501709,3462.930618286133,803.3401260375977
case_102,2583.2244720458984,1276.5411911010742,2427.052421569824,3317.2851638793945,1021.2037582397461,2644.4505920410156,3343.3978424072266,879.5932235717773
case_103,2954.129949569702,1683.9797105789185,2771.4355578422546,3590.434886932373,1448.1062979698181,2937.7012791633606,3678.6651306152344,1280.017053604126
case_104,2316.1987044143675,1430.7341418075562,2138.665479869843,3742.701768436432,1218.2063173294068,2338.7683405685425,3833.3885493659973,1051.966658782959
case_105,1455.9749126434326,835.3836059570312,1325.6822109222412,1860.7131481170654,790.3662204742432,1392.3870086669922,1972.5895404815674,652.3677349090576
case_106,2258.6203852272033,1421.950468788147,2082.825493507385,2118.5612795448305,1419.6201338386536,2241.3918405151367,2374.4838422203065,1287.0698852157593
case_107,929.480110168457,725.712532043457,840.649299621582,1031.425636291504,710.5097808837891,889.8162536621094,1160.9918823242188,592.3759155273438
case_108,2539.6897638702394,1648.704400405884,2374.604921722412,4425.025252532959,1470.8127969360353,2484.1220917510987,4521.671125488281,1226.1768852996827
case_109,2909.8166007614136,1028.8256904029847,2659.4804646110533,5982.060765838623,970.2733708381653,2835.429525318146,6014.578315696716,693.6292082595826
