case,GT_sub_fat_mean_hu,GT_muscle_mean_hu,JF_sub_fat_mean_hu,JF_vis_fat_mean_hu,JF_muscle_mean_hu,TS_sub_fat_mean_hu,TS_vis_fat_mean_hu,TS_muscle_mean_hu
case_013,-101.25659341634571,-0.26151875571820676,-104.61812795692367,-18.296194324546253,8.798566656834687,-101.13976899747234,-18.00767729030248,20.418626876389308
case_014,-107.64296007565822,-1.9012384064962662,-106.90566111869032,-17.697821558548334,8.856650051890723,-101.96969106516731,-17.37507680119623,15.448459892802099
case_015,-86.41240199690364,25.584454841057596,-89.41974843827559,-13.673330577918344,38.406339785363016,-84.56896610475597,-11.722810800330771,42.27605783445438
case_016,-82.40369602682519,16.81040633639331,-87.36773364872255,-16.95410962079641,27.802477552053915,-83.57208632498904,-16.371330851593637,34.49346671107738
case_017,-93.4734600250744,21.94124096957066,-95.27185145993597,-18.388312828689806,31.14402372600084,-94.32373232840466,-17.8888463920014,40.82218800866743
case_018,-102.97560141509435,15.903285567966917,-104.16556113946633,-18.194666774235102,26.589992405860453,-102.09399872057057,-17.295392817059483,31.84701750099264
case_019,-102.31379836979467,10.730939640161276,-105.45902615986508,-19.177987808523707,22.086511856493427,-102.49023296320487,-18.725758968711798,29.65184559969287
case_020,-104.82693430110301,-5.228043336309484,-105.93499994904354,-18.982490193674145,8.260381169940626,-103.16605099580158,-18.51806258037936,14.921812223435968
case_021,-88.49938882181344,55.821548236735644,-86.59125233769426,-13.329183955739973,65.56748766026578,-83.00859971722629,-8.377120281702238,66.80299152947342
case_022,-103.44716850083907,19.18022615005873,-103.18707435153812,-17.31280844854611,24.863280636995693,-99.85245756283065,-16.55379486996041,31.443803454636928
case_023,-106.50977737165643,14.343866722115688,-101.74415208734597,-17.286935278072168,23.05568808390884,-99.30125097975966,-16.838106486786685,26.86713911643885
case_024,-95.79436005510799,-1.3194566890306771,-102.92297656294654,-20.427102786564635,8.436511068706949,-99.19777835654405,-20.27354752601026,17.768927767251952
case_025,-99.4155388933546,21.413282806746533,-94.46666804278144,-15.375773372997868,31.542971229893855,-90.15718671883491,-13.291127899731224,34.93668401198566
case_026,-97.56628631935274,-3.0093245447584804,-103.78134950628451,-18.99408902460054,10.030104355353222,-100.32455270494548,-18.561515143386004,20.40210348752625
case_027,-97.52771204344089,30.98476079196352,-97.61573970756463,-15.683028912103756,42.90490581796602,-94.68886904871582,-14.45499378575839,46.98331921708733
case_028,-96.04538972138523,4.532137115657125,-96.33694789213222,-17.813821980214374,19.018777813414584,-93.57474245813084,-17.43560987821196,27.7329720928449
case_029,-98.61313021895072,18.951179401630327,-105.06491365270813,-18.996315660263253,32.6826731321423,-102.07972776977886,-18.71772281839988,37.35108210492868
case_030,-106.575664769616,-1.9219282974537528,-107.53358685460616,-17.92083630250621,13.769488833530954,-105.07713964905335,-17.28986339750875,23.85546844313165
case_031,-52.4078617486018,6.9639055941951264,-66.32290894577798,-12.209704049457507,11.550327878537248,-61.72487912601053,-11.429396850535909,19.178769670958513
case_032,-95.50542327347219,3.8610261737209406,-96.76488920272129,-17.143360220696273,15.298088403546512,-94.02775488596238,-16.933622031966834,23.95072272550567
case_033,-100.1464736447876,1.7032834338974003,-102.46555584727514,-18.73311400727872,15.856452296059576,-99.18277120731253,-18.216141270442993,24.100255332730466
case_034,-94.86207464563853,22.544792651085693,-96.74108799160011,-15.400847000606277,33.63311782224456,-93.12661252962504,-13.624171990985417,37.740640007460016
case_035,-92.71499796163467,22.54825984506862,-100.32390666235388,-16.561263574885793,33.73342379375025,-97.68449521668337,-15.682601103395028,39.00755769668312
case_036,-104.57701471276467,16.708380743825902,-105.80033962096257,-18.108045948399177,29.79616797617618,-103.55409055747639,-17.141358754064928,36.29600794626809
case_037,-104.03666184898361,4.8687050320793706,-108.28435195130963,-19.455488525687265,17.062155347989695,-104.19355700226579,-19.274873492558058,22.228564352301166
case_038,-104.22522117056211,0.11936840298635544,-104.85995571153339,-20.251477698081217,11.33589334565219,-103.12487685552678,-20.056998363062725,19.383462782522496
case_039,-100.44305524272546,11.169321162401063,-102.50014878254184,-17.465326451811244,20.789714261331742,-98.27689658499222,-17.020605039335532,30.331655423766744
case_040,-109.33838652367305,-13.671298638453248,-108.56718253954425,-19.801082940035855,-1.4836268539808475,-102.29426011140713,-19.008862394538017,15.793159822789153
case_041,-98.58377565052993,27.337557283128675,-98.16284873179576,-15.168647600271587,36.78946425243359,-95.15202529367363,-13.972321259809899,39.49879108200282
case_042,-113.27430312440958,6.213782401069889,-113.44913105697606,-17.70171443693895,17.891312353317296,-109.12481566486461,-17.090196786216655,28.60879844633961
case_043,-103.99494341667082,4.861076174812443,-105.97250036507741,-18.31293506074408,14.735437884742707,-103.95397928250061,-17.678739165110425,23.873078467024015
case_044,-95.74979337139904,7.156687564166976,-99.72688580955685,-17.52034819514519,15.033310278152477,-96.18628100547383,-16.92411620747148,21.954217620018934
case_045,-92.40254574383452,28.158930329530317,-98.09953025186407,-16.388686947327447,37.63982628178567,-94.99694057689696,-15.02970375039395,41.68097190390533
case_046,-107.88410786817377,-1.5398925538877835,-112.00907695692537,-22.995276274231,11.132264242632136,-107.46070195031116,-22.533424641183416,16.423068693835425
case_047,-100.13086350162787,17.554816816594478,-99.0072700938216,-17.436617638115425,31.233411925104015,-94.80945365721048,-16.024216256377123,35.01892805376418
case_048,-99.20557519254754,-14.249676705160137,-98.37608740701725,-17.517207241579147,-0.3270449738788855,-96.06237871824496,-17.308584557111367,6.0547118286781965
case_049,-100.69679952574985,18.249848970677075,-106.00298190869859,-18.34673463290869,27.554616160907834,-102.7878545394857,-17.134165611623978,31.34270131161444
case_050,-108.09269104266342,0.23328777570545106,-107.56713258527911,-18.136021341542147,18.863633542850557,-104.25633301461863,-17.633225234355205,31.984869424323293
case_051,-107.06158129406884,18.903154252613906,-109.86399691211244,-17.955826943557888,28.290043680326722,-107.1134844902636,-17.446405656846494,33.81455366817759
case_052,-102.54448651583711,-7.034303412136393,-105.24838668033328,-16.927929000393092,5.2100295177500255,-100.44925496211945,-16.141290083705933,12.669506590861515
case_053,-100.60116063081985,28.38139839451821,-91.25841268441779,-11.935930472638807,37.616443904414744,-87.13437385262311,-9.088194557212315,41.16469388788061
case_054,-105.54529076366708,5.710346263402447,-98.34815310906187,-15.172947080777043,18.442713909248127,-94.07984391209062,-14.115866142103723,24.56159765777139
case_055,-98.84535715766394,-0.11911773149705118,-100.10219949076651,-16.973546590919778,12.301070638664344,-97.06315977875745,-16.39070565303201,20.559254065964545
case_056,-95.09238788771293,21.99051067942793,-92.96627317757981,-15.215772248562917,31.131210060205067,-89.66039276806313,-14.389132023078734,37.32831463606792
case_057,-97.73610531344004,-1.1543330123694542,-102.75067498018244,-18.376081304016907,10.904440830622967,-98.49742611401835,-17.9877496830099,22.921769553372595
case_058,-97.84864610431607,36.134536476188785,-97.97224818235098,-15.961848948226345,45.320339096188505,-96.64211452120244,-14.719276542049137,48.51021727241088
case_059,-96.31033540345868,13.138521703626203,-100.25840004822528,-17.093413749917605,25.189712983067086,-97.22002787849075,-16.377031683866825,31.26402078840564
case_060,-101.83971772254357,-3.475599698459437,-103.41571330927131,-18.62538601792431,8.463154000483787,-99.86168577594641,-17.84536892506483,25.405808161323876
case_061,-87.76103042049603,18.10003440066213,-88.44971724104596,-16.278013709154234,30.145622638415848,-84.27945322473545,-14.489041732132037,37.26758495348781
case_062,-94.10833463858889,3.5667262119558276,-97.69021275743047,-18.230526953176835,15.845502732792983,-95.52554116513791,-17.907338664432878,21.93009797389008
case_063,-103.57860954372332,15.955461614796791,-103.14314404945141,-15.629721826786195,29.651512850467288,-99.626946205482,-15.127106728120486,37.90975035490461
case_064,-90.18034653719123,23.059074406835602,-96.98257938319367,-17.679818778616305,31.097021913497333,-93.98706799573498,-17.27783759883479,37.114441327723235
case_065,-99.52170638374841,-8.186302817501577,-105.41984288005682,-20.303204064112848,5.408512457729234,-102.30715934683096,-19.87499878673927,15.365879359124987
case_066,-107.35813423591499,5.322001319270571,-104.87956900601053,-18.390115205039827,14.350916343335225,-102.26572427280146,-17.899858863522542,21.076009452166467
case_067,-101.11147888622534,28.97541718672974,-105.98667242029244,-17.723226532465276,36.84265055217551,-103.3534423191559,-16.1981129643474,41.08465025034779
case_068,-90.6437097825484,23.830928828547943,-95.53445253738671,-19.6440790842872,30.097012923056024,-92.58230088146789,-18.82270299203583,38.70155390564017
case_069,-102.0441547377237,16.18613624175564,-101.20441232078448,-18.3590577384749,25.41043585924915,-97.1051179866988,-17.675865057726202,31.2855424642287
case_070,-93.40629921530011,3.8795941621411947,-97.51204420771695,-15.674863887938601,13.835096994244298,-94.56105922622505,-14.679612705272772,20.96237548662004
case_071,-98.49124376611067,12.353710286809731,-100.85174362460697,-19.101962596299142,22.11447533258772,-97.64676051443733,-18.792200447574988,30.21115910181607
case_072,-99.96156688197095,13.946623652760467,-105.56770698126088,-18.748715317075913,24.500375186489755,-102.64483375564214,-18.45864919075944,30.708429490395442
case_073,-104.9650126110444,30.059740458088132,-104.7774244221614,-17.783721292269494,42.43050067345173,-101.36822399945042,-16.55420332788021,45.886064343722914
case_074,-102.02500961864499,19.106559359935805,-104.7638365936855,-18.417386013680016,27.617472482143246,-102.05547307967564,-17.666087683021075,33.22349753482155
case_075,-93.10365173119972,33.28161744726493,-97.46242915537218,-15.226893200975995,43.91429070998311,-95.10815262023733,-13.711659169836874,46.06460128745105
case_076,-83.78420382260491,16.11191233651467,-102.0321524327649,-20.98917479495412,26.418216095502597,-97.64728151904706,-20.699323059890904,33.33318571823969
case_077,-99.65679661436538,34.7895186472633,-101.332454869232,-17.114505689928574,41.15666806568386,-98.42991131909741,-16.089527805670517,46.682634886285605
case_078,-98.2911345863583,5.898387614698452,-100.9778611916226,-19.42268085009741,18.07982439743972,-96.66395722319474,-18.937038020692903,27.36107613565752
case_079,-98.10820929710083,-8.19859484158952,-100.38305717304796,-18.806419417997272,5.409000209042017,-97.53773565078498,-18.44755730212342,9.902056568941022
case_080,-98.4937166193392,18.136462182171837,-102.33503552686038,-18.549539597569954,27.28453884466335,-98.59607562777434,-18.04763203247846,32.64740870435217
case_081,-105.65567100105767,-7.89874579134786,-106.25767466651338,-20.3384059344252,4.903910518507797,-103.92737833894654,-19.983874346556625,16.517037690903155
case_082,-74.59641953498605,1.8913841137953407,-71.79583216824383,-12.417569464788109,12.595700676126976,-68.24515038646199,-10.891253034034865,21.012465569270397
case_083,-94.96658384150679,33.93898233699229,-93.46492415660487,-14.19537167836446,45.42334242609809,-89.93462986198243,-12.570863983590323,48.72069953890251
case_084,-92.72630862189486,10.999062524374366,-94.3101990096616,-18.0165849293145,21.065817110281202,-90.81733019375281,-17.63912277099436,32.05099088114578
case_085,-106.95754155685825,5.004383049439136,-98.6656646950451,-15.238609343166704,20.58402928860505,-94.6583493716744,-14.586807331736248,26.740449320324327
case_086,-107.39076967814016,33.45405340790399,-108.5339895425071,-19.161388493793364,45.72714879932888,-106.1858004815914,-18.466332334999564,50.22658737383927
case_087,-105.02644472716523,6.51434212968953,-103.21516171421305,-17.851580868161562,20.35550520186146,-100.50794155379707,-17.48511581593104,26.572899126706062
case_088,-99.46780413484144,-4.284666265784726,-102.93391140026694,-17.388564706628262,7.456143273635985,-98.81965243934445,-16.947538758329237,16.828085223367697
case_089,-100.50354273583893,29.31799400897743,-100.50443164175353,-18.35921257498157,40.706927671572224,-97.54867426587056,-17.752833091352166,44.164279178852354
case_090,-85.36955797986846,32.243095675244405,-94.17651744625113,-18.156083214091524,44.42996704052356,-91.79979039615655,-17.65472693891621,47.412429786986216
case_091,-98.521039950692,-10.162020896063028,-100.29866906133415,-16.621912620365485,0.7608112259192622,-95.95831684582635,-16.15382632005094,8.66370381193584
case_092,-98.42283593901232,-9.001687036520092,-97.18960760361112,-19.728946390193254,3.0445974396492015,-93.34685198545002,-19.37373587448134,18.915116640521646
case_093,-97.89194805194805,30.67984120987521,-106.32654218937405,-18.69382857821688,39.834881484200004,-103.7618917972852,-17.64419126293936,42.34880818197635
case_094,-91.47831323223642,-8.700766246621157,-91.42049812969118,-16.01239858962317,1.1886131236074426,-88.18498810897526,-15.446350608207498,10.068021751288363
case_095,-78.54774965672499,-1.7375485203164864,-89.61546549102889,-17.77928272350544,14.634470494175549,-84.52423439353008,-16.950175021730885,22.172758428935822
case_096,-105.67746059590219,23.68711120250887,-103.52417776195946,-14.131317328504183,33.510239752513534,-100.58670871352133,-12.475287481015405,41.993792987753736
case_097,-105.95369398755115,19.457443117876515,-106.15984121517856,-17.913848676700553,31.835258924892972,-103.12908070719631,-17.553600659685323,37.93792468299696
case_098,-94.35681584236067,35.32068490014535,-96.85017915708633,-16.533927713998864,43.25495044262781,-93.93831490023898,-16.49923553552748,45.26776010459331
case_099,-94.61789870020363,-2.9758441691936066,-98.02747076542475,-18.481916301614536,8.684212872666482,-94.39647691705277,-17.96963191482756,17.129645209884508
case_100,-99.46337754258467,43.98227230647627,-102.1978203134602,-19.230998363721156,51.06913005565803,-99.4674339558262,-17.120012940279885,55.22834336082512
case_101,-88.03686580968782,-16.32504025186902,-87.22818859939851,-14.241966988807652,0.006268379932405741,-82.66208313838678,-13.333032429242468,5.855528546988621
case_102,-83.28707946750143,0.060461242710151526,-85.05664565401179,-14.699119342499964,13.006464767422104,-81.55961997525381,-13.711385080754777,20.83343405466507
case_103,-101.71993993729592,17.827916768797365,-103.56437145448221,-17.653107617781753,30.952603516910024,-100.37302388516183,-17.06479099035955,35.06859102916361
case_104,-96.61531585745688,4.123696128025044,-99.43995413338132,-17.777118651330678,16.333245565741915,-95.70052016447771,-17.217823898519494,23.538291384854197
case_105,-97.60157299367881,18.546551955607267,-102.25386558191262,-18.18929588996028,26.831462534255284,-99.62403176222631,-17.2827080636163,32.07830749229067
case_106,-102.19869064562951,6.935830704668844,-99.71276388214189,-15.607744478101374,22.417063951938538,-95.8305815821651,-14.263877681463823,26.037681598999697
case_107,-97.05555410588941,23.57795689940663,-96.99100887833922,-15.794182847394872,31.65866957131597,-93.4865746201346,-14.461952475728893,35.67421016585772
case_108,-103.82364284726084,5.966517970404756,-105.55303934693549,-18.90272509736349,14.8626793294201,-102.15721228647662,-18.15608348698344,21.68140288772493
case_109,-100.96205122226864,-8.96299908871518,-107.30492641991755,-20.8419675203982,-1.8146204083614557,-104.5429928235906,-20.496177411951226,10.66449540162743
case_110,-108.1539000572167,21.183473413067926,-111.067768374202,-18.26883015436273,34.04773320799531,-106.76764183604875,-17.143526554821065,42.391421148384225
case_111,-105.62691292366644,10.499231610069337,-106.06586489511906,-17.95686192522543,21.17114086751812,-99.2759718490577,-17.367418856350476,28.260191375016383
case_112,-108.7001597743683,1.008732490503324,-105.94230934950086,-18.52426858875087,13.760817931622494,-101.56610217582059,-17.590975359342917,21.140894918109627
case_113,-90.76071917946821,10.266400962086989,-94.02232157215914,-15.975655853011608,22.649589837393812,-89.15406941937978,-14.332768410167779,29.44155279635615
case_114,-94.5547783799184,-3.2681145410809425,-99.65315251538617,-18.231961892442946,9.305902167770817,-97.21925981812491,-17.72510972291307,19.109840865827945
case_115,-95.67600518806745,22.136382554040853,-95.42579842772172,-16.28501570981457,30.74432960902153,-91.8534442017601,-14.881475885419169,36.5001930051863
case_116,-94.7269805773059,25.650425200198427,-99.0617478059518,-15.33404978562648,39.97099908443357,-96.09575036415315,-13.551286368910716,41.99763915755903
case_117,-97.87823132939413,7.371149021955786,-103.11486102779445,-20.816387646381834,18.9470137850994,-100.17652094574045,-20.11137011075217,27.596958953414443
case_118,-89.31887326012708,38.54443008127162,-89.33797318575249,-13.316060795779995,46.111137801265116,-84.96550091976033,-9.592149385232428,47.67058627634437
case_119,-94.03322760841853,26.56500108290671,-98.23652694610779,-18.04516754283418,33.12134329331941,-94.98219805859652,-17.26635731098523,40.11784396257655
case_120,-96.37419129377801,-7.707279621077001,-98.15489405171299,-16.58667674773627,1.5503997047805806,-93.5690884462642,-16.080751720274193,6.034168140243041
case_121,-97.21802888454168,16.881441086035853,-98.46763616553305,-18.063924692737697,26.448303390579742,-95.02802980384206,-17.68689964389944,32.993880325819205
case_122,-103.50738305519182,2.720343951040293,-104.42389639703464,-18.267831351909145,13.746319606200732,-102.27825843414226,-17.83196540497779,20.502053636143994
case_123,-93.64495627101697,35.75183777066307,-83.08831106991931,-14.81437110740736,41.4308387675534,-81.14540100609382,-12.617815166639833,40.85675207682665
case_124,-105.12669346125588,9.774604396771453,-105.58297643273993,-18.63814838041485,24.330121492733145,-103.50756707921444,-18.37766955213153,31.388778499738933
case_125,-88.28397571710859,21.413489115483358,-91.69712353521993,-15.62549418992921,29.598965078698356,-85.05599843974744,-14.666250375117082,33.85175497630661
case_126,-86.46846104388212,24.289425097650877,-97.39958011680292,-14.831378954285178,33.15535580885365,-92.70168707410947,-12.601536488732224,35.26669225975583
case_127,-94.93581301503929,13.244947490742822,-98.40989333179405,-18.835573063246418,23.496249222000195,-95.00450162069352,-17.94538301272121,31.56259058864597
case_128,-93.71659181118046,47.17005552718661,-89.79635436724065,-14.041758775348523,53.94579579135185,-85.91149323703448,-10.85198806097431,54.91914783913003
case_129,-71.93042829978229,17.7387667125253,-75.94636150412094,-12.195829307755881,29.450590715559635,-71.92317250608014,-8.165937920170718,33.167435820065435
case_130,-83.52115310032933,12.565575535153428,-92.95778027903182,-17.006987271558245,18.65105454981362,-88.7523741965891,-15.578233771998095,26.68175540108107
case_131,-101.03465460269737,12.191482858583312,-105.164799649087,-19.692689299031635,19.75501352282081,-103.11566795054907,-19.399143318752046,27.10695745875142
case_132,-111.20711259857563,7.781024791276837,-112.94637537639895,-19.131037233581328,17.306490639987622,-109.98926023763515,-18.603251098700678,24.168859856889974
case_133,-97.19646572221122,17.13861993450468,-89.90569979110714,-13.942316047561901,30.0132401618242,-85.37324757421788,-12.599448902498295,36.28210838901262
case_134,-96.32216258685654,20.03974305620813,-101.38777838390136,-16.682339394343305,30.753825494736287,-98.15578544340428,-15.570512718628027,36.2001199217308
case_135,-101.29958953284466,3.175895220451123,-104.71405752772885,-19.11183114550561,14.021828933395087,-102.0622444802881,-18.410826063274072,19.46696684645349
case_136,-92.68254217422245,7.93673126447982,-97.70477920798177,-18.13891441473965,16.18996421454359,-91.36644038016134,-17.58465486673654,22.18897601138578
case_137,-93.03330432287454,23.884151610369205,-90.85566526260938,-14.259541984732824,35.80172523926169,-85.1273607159359,-12.661206530080438,41.49645479499888
case_138,-91.83980667163138,31.81042387050765,-97.84364935901432,-16.124520739375157,40.91540941082226,-95.03664599394284,-14.440730569336168,47.35958740666615
case_139,-100.8451505665963,0.2593299743657739,-102.62289321840122,-20.068746576489037,7.810032594799421,-97.78926257516932,-19.341761117603234,15.331897854336658
case_140,-99.32722436689625,-1.753865497513368,-99.81102416766495,-18.044886226380843,10.982211186299942,-96.97128461035823,-17.64389855687101,18.59881145177609
case_141,-104.33969833223797,-1.2367873713401951,-105.42258808239113,-19.687894368541826,7.264020385754832,-103.10184939575421,-19.44370332784723,15.387262399687355
case_142,-94.79375038865741,13.209959298113342,-97.60095507506162,-16.978873988171465,23.14957589174668,-93.97578991366136,-16.374042716002148,30.34134174730507
case_143,-67.4827959730352,-2.0315559085368107,-80.76414378746392,-17.10226667060186,13.740417594319755,-78.28014858890027,-16.73433541483938,20.47505139079407
case_144,-95.77222487911153,30.991989604830696,-104.20888287239087,-18.47960371032969,42.805701373009995,-101.26260078915766,-16.879620038702736,46.815818849703405
case_145,-102.65658612224314,14.179018337264683,-104.16390574726746,-17.90475896219031,24.270776420424607,-101.51861077781835,-17.3297554761652,28.860239015226373
case_146,-100.45872022802611,28.356374532159315,-101.67958965371605,-16.159954468770263,39.678531346408384,-97.89391100925283,-14.972205256068072,44.020786913224256
case_147,-100.52481352892924,16.10884424090215,-104.16701172863911,-19.200176048052775,23.048735325898804,-101.7056975662675,-18.83178156910002,31.82535571350172
case_148,-102.63117329697042,28.670375786348224,-100.29123239461704,-20.02454728508262,36.86452616366542,-96.02772941890217,-19.710602005235646,39.74006893601538
case_149,-100.3807469677299,7.445017171903552,-103.69955137593463,-17.540705154223275,16.757254691757847,-100.39190017061915,-16.787024925240498,27.872736821046313
case_150,-78.48554957264169,32.18823802132362,-76.71957477816423,-13.725454433187515,43.484316147511635,-72.31920498696758,-11.805048711578467,45.3339368760706
case_151,-99.36958299544472,13.364738487542049,-100.54086433003259,-21.20082414440259,21.42997087242452,-95.83680097327614,-20.940890721615816,27.467635892212243
case_152,-83.91836513511306,29.91008170977389,-86.72958452985112,-16.784337760925382,37.76898331461156,-82.15620372625025,-15.877837067427407,40.34114909490031
case_153,-89.33584247194732,31.927665624613645,-96.4244027179075,-18.828627376174218,46.80698556157513,-93.38133775689388,-18.38325624531824,47.42754224949581
case_154,-93.33002812838673,23.415320788431654,-93.13370609398295,-18.85981029224739,32.91628410465661,-87.83063432009172,-18.54350478901161,36.02795129173818
case_155,-83.73442495826664,19.186215286009194,-86.35205932786509,-16.62374868522544,30.2034344384513,-81.49248184911757,-16.198708489464163,36.32488434116532
case_156,-75.78632654022888,24.653282986598395,-94.70382664685854,-19.15540779859193,33.81223018010387,-90.20406637026323,-18.47484761067738,38.60157951763714
case_157,-82.69529382794734,39.990925525324236,-87.10479944562938,-18.078644933220673,49.212297890244635,-83.58802417511724,-17.630219791228388,50.66392478704804
case_158,-68.49316227060736,14.339447142504369,-84.4734156130667,-15.116605098931904,27.153198835250006,-79.64302363594322,-14.257410475751087,27.786784976255074
case_159,-91.59078270355212,5.631308302299201,-100.3826913590447,-19.447120302325512,16.25476377439119,-97.4168872105549,-19.070753019789258,21.10561738208797
case_160,-87.13942964104822,15.881835271615573,-91.50980585845393,-15.334564409456299,27.723857132938573,-86.45550661645214,-14.728997731680765,32.44905293382114
case_161,-96.12752532464728,39.66911763786557,-100.46821985264754,-17.72920659196604,48.073953917601855,-96.32345535373182,-17.106995771660504,50.76902518351114
case_162,-83.2470545231428,13.955624832414498,-92.99290000711581,-18.243050691355297,23.168507541789545,-87.40392553954518,-17.916209427966994,27.545566378322278
case_163,-96.40942173526244,9.980527402191697,-96.29118327275691,-17.494577910575998,20.621877800692324,-92.9424523442466,-16.878318367482965,28.735029525144736
case_164,-103.36445736646371,-11.545726010275922,-104.57479060230077,-20.19842154993504,2.1420443783453877,-100.51914646001578,-19.545014906587873,14.291044379484454
case_165,-88.3143532095145,33.675241546753625,-94.70360322382727,-16.770010714153766,41.425433759000384,-90.68736243119142,-15.842051195432312,45.4398309747364
case_166,-73.50973207787482,13.419377074620924,-85.03033590194802,-17.417421148473487,24.50621491067397,-80.33180161990299,-17.08887594555263,28.552285910665997
case_167,-82.2605008778869,35.09102356492999,-86.35607662204973,-18.69977394289142,40.25076710248489,-81.21671793363943,-18.211467249894202,44.38871820421268
case_168,-80.70150190540238,16.93781615131715,-97.01986061080225,-20.057018885276754,25.708776593042373,-91.53083507382502,-19.549644964120713,29.220007971303307
case_169,-94.7313297084852,21.50301102834478,-92.36578029885993,-19.926936249778482,32.948860233941474,-86.81620324689614,-19.702922793506872,39.823121541436095
case_170,-72.65080813426526,10.435465179623815,-89.0583135796644,-15.915545593971295,19.016067878517784,-84.23586343570278,-15.234278071184503,26.284462444111927
case_171,-73.14013256326517,10.087954013633126,-95.55146982120131,-19.743382399970763,18.453870731331,-90.11028327964625,-19.38759924059372,24.456273673393795
case_172,-90.5963023680787,29.74593829330209,-97.67534891594389,-19.377299798838234,36.27288628159455,-94.51180897675101,-19.001980196195998,39.80154164196087
case_173,-77.64677400037641,22.69093070110594,-93.21036848418527,-20.2773112479867,33.23839122771443,-88.67034328913124,-20.1081530667023,36.43832190093607
case_174,-92.27715567896048,19.310156245666775,-94.74551909837471,-20.048829592235343,28.887684504540303,-89.50339211234888,-19.906035577193588,32.319131227173905
case_175,-89.8916064787295,2.21442373593332,-98.47451343288877,-19.66491592449311,11.453683099942452,-93.95849996006284,-19.383160781519912,23.35610515733519
case_176,-90.58491040470078,24.68704552480544,-100.3732279149238,-17.495945728091463,34.07685755657136,-95.91962101098443,-16.537866582039513,37.62464135304283
case_177,-105.79745228242686,16.099506814267038,-103.85615285822871,-18.984075551718156,27.460005147881887,-98.58266600090442,-18.620898849813507,33.212560751619414
case_178,-96.25948773461704,4.47401662996431,-102.58407212000058,-20.003286936838915,10.547070218819705,-98.93034512684802,-19.46043629441846,19.809954188570117
case_179,-102.75736026633531,10.997018944455373,-102.33125478431778,-19.258919864983124,18.77026251867799,-98.49256287270882,-18.997791439950372,23.261287189900237
case_180,-85.31372522135906,15.428769004967634,-97.7691829342565,-18.976126331495834,21.574674436013364,-94.09835423197492,-18.485634215892485,27.87895225036296
case_181,-96.672090968008,12.635177495400981,-102.79134602598273,-18.746518162682595,22.90714677956494,-99.34388349619363,-18.352232552266777,28.006581244726974
case_182,-85.60248615417947,25.837771671674243,-97.6386659251707,-19.00849289287172,39.70825312613702,-92.61793868141359,-18.58289644165969,45.42177774590365
case_183,-109.08184748364376,-5.468264787273198,-110.05419677598665,-21.39155720165544,5.271366311423874,-106.2925278280091,-20.89912166764879,13.044858083872006
case_184,-93.70657891512177,8.120759723206984,-107.75204874373165,-20.96965185903865,17.560009767612225,-102.80232077801142,-20.435110291950117,26.373801507023646
case_185,-92.39059748125581,14.128367553012454,-99.18395527633301,-18.67712507918876,23.871725178238535,-93.80456181892865,-18.238205702737137,33.249482658720304
case_186,-95.25258627824216,31.37063278923744,-99.97584771526121,-15.213038994353857,39.757700961615726,-94.88540684688357,-14.82157222488914,41.40007182337695
case_187,-98.96579470210835,29.662197211250177,-100.14329675873377,-19.04105024164988,34.78879917243757,-97.49512715760187,-18.473556951170547,39.65557220948686
case_188,-95.98716974645467,12.670507031350793,-99.77811174257585,-19.17351430954831,25.198157233456982,-94.08086011012756,-18.679262773747805,33.97333024441098
case_189,-100.66421962223751,45.0366658409509,-88.68398838086374,-14.906044041353685,49.75531927949894,-83.00418800130228,-13.168735262991776,50.0679192258006
case_190,-84.9333223022274,23.38260819410532,-89.17569003160948,-18.81116983923697,32.87804659956058,-85.02102415969402,-18.32058582721108,36.42802436319131
case_191,-105.64650537634408,14.255922570107382,-112.64207022286253,-22.07096123369887,21.647817897554617,-108.71091177491888,-21.47371664482105,29.79699235377693
case_192,-90.05460562369105,1.183596793497032,-95.02102821726912,-18.083939307630565,10.461064654106483,-90.34992617987088,-17.615381320125515,16.336175761096847
case_193,-106.18654992442175,17.3793693586882,-102.30569742320523,-20.28611662221601,28.107594409555062,-98.5050445518065,-19.654894550405686,32.035946554731936
case_194,-103.52502002213133,25.539801912762155,-100.69500578000849,-16.413483541087146,36.00845515234005,-98.0581940168046,-15.627852637919966,37.816681235775434
case_195,-97.8966825439733,6.864773534005395,-99.07161427072116,-21.61908770865661,12.66764316426121,-94.92543505928903,-21.40014796967628,21.761288529033603
case_196,-95.19076150406414,1.0880559144680024,-103.41081761306843,-20.95757334471606,16.680483781438365,-99.4303603261346,-20.771132213009306,25.35595431294809
case_197,-74.928531416301,27.620365967489125,-93.19311381412308,-19.112644607332467,36.140144591864676,-88.64619222622055,-18.886621737316183,38.339705537681375
case_198,-92.45375760530834,-6.328238002256108,-99.78136631436094,-18.328147200040487,7.567157493481718,-94.60461314905284,-18.125122697821997,14.930245403613982
case_199,-90.47286210013887,21.651394295581575,-97.44966187576213,-19.08998809493158,30.044239641884356,-93.36275776492862,-18.130658806077466,33.48955008904429
case_200,-87.85670606659458,12.825832273475285,-94.02886191047162,-20.777288571973468,17.706695679325552,-90.6053010860671,-20.5385254673376,23.792534668815907
case_201,-88.99720712129135,18.621754655335558,-92.7937401599597,-15.8966899719975,31.626757611712478,-87.44110685128827,-15.158085661212157,35.465113514798524
