case,dice_fat,dice_muscle
case_172,0.8620184122258812,0.9320766172174753
case_173,0.8327482400015099,0.9088969361842797
case_174,0.8421109092250032,0.9188935397678607
case_175,0.8921614342285663,0.909461091620176
case_176,0.8508617337873046,0.9176821480105771
case_177,0.8896513727168529,0.9064722782141285
case_178,0.9013224770653773,0.8450837964289524
case_179,0.872675858285785,0.9189162971175167
case_180,0.8835452354174764,0.9253167059685874
case_181,0.9084059193654427,0.9006360970714447
case_182,0.8637018970580808,0.9092364649302415
case_183,0.9087319200834297,0.8944234454419223
case_184,0.8603896064952807,0.9126856870939711
case_185,0.8698009460822334,0.9040236326152228
case_186,0.8244085097865882,0.9155751675949433
case_187,0.8954244394482591,0.9320986035666236
case_188,0.8411587931241736,0.8927061337848934
case_189,0.7203769905752356,0.9429132734994661
case_190,0.8324862669608902,0.9074127580988327
case_191,0.9024036831305211,0.929940858652292
case_192,0.8799448572131232,0.8942604780937872
case_193,0.828342801107787,0.9185855658859193
case_194,0.8509260708683184,0.9122878023960406
case_195,0.914860491844703,0.9211255213363907
case_196,0.9044205153479239,0.880561165608771
case_197,0.7681764961100248,0.9205839948175963
case_198,0.875465754776887,0.8652953582308294
case_199,0.8988124733726832,0.9199566610789441
case_200,0.8585625924340533,0.9330508534490275
case_201,0.8588399187382124,0.8855470068781639
case_202,0.8845347136699507,0.9092359498210416
case_203,0.7833812454420166,0.9253518414591109
case_204,0.826279820401392,0.9188091564301412
case_205,0.8486242891463674,0.9078376424146489
case_206,0.8436521751337086,0.9164518653569749
case_207,0.9180408412531325,0.8874637696717264
case_208,0.9017964374447298,0.9214701709407762
case_209,0.8635150992407755,0.8869079114538959
case_210,0.8884269793438971,0.8853999841210903
case_211,0.6959737027957419,0.8839297566896133
case_212,0.8642907674980616,0.8978408025647268
case_213,0.7773863685408174,0.9393820980877419
case_214,0.9076581598524315,0.9268987783247304
case_215,0.8962344099646596,0.9172268914601807
case_216,0.8492570884963601,0.9149286252719278
case_217,0.9015503577537136,0.9103818888203317
case_218,0.8041157880572807,0.9156503111555477
case_219,0.8791536668344754,0.9083937215892319
case_220,0.9070644605199297,0.9199733449589111
case_221,0.9127632971049341,0.8932381640910525
case_222,0.6296878910299953,0.9049218093767519
case_223,0.8010823556843417,0.9127241196640214
case_224,0.8835200307426265,0.9010516918192238
case_225,0.8748780302280559,0.9208439546151643
case_226,0.9061896946633722,0.9211332508864748
case_227,0.8846646274634836,0.9324733081291731
case_228,0.868414100153045,0.9260659830509085
case_229,0.8194604512485307,0.9166936602161182
case_230,0.8853264853418167,0.9188260684450839
case_231,0.9027132107805842,0.9157832623781448
case_232,0.8281161092238161,0.9230702308032603
case_233,0.8937939641627889,0.8778151621746265
case_234,0.8999803965189505,0.9425503956869489
case_235,0.8855253448903916,0.8786656045373056
case_236,0.8950085831677655,0.9191960423275728
case_237,0.9263240330127855,0.904114698318364
case_238,0.8553238639564801,0.9086974806932065
case_239,0.8886516724088289,0.9308871913783957
case_240,0.857635201429755,0.8931302941289676
case_241,0.868989760374798,0.876863002680219
case_242,0.9236531769832597,0.9106112377230655
case_243,0.8512704997528454,0.7781557182111959
case_244,0.7941154302726536,0.9325872221791217
case_245,0.8546672062989809,0.9005927538300945
case_246,0.9075563156342933,0.9120063114060771
case_247,0.7741588515394067,0.8643347432425188
case_248,0.6460881959443507,0.9251211968614489
case_249,0.8602315625959576,0.9248846448583401
case_250,0.9159463563725836,0.9140347395478945
case_251,0.8855843262358514,0.8888054358544856
case_252,0.7522623466821766,0.9388222197484136
case_253,0.8695863777545708,0.9068000611546844
case_254,0.8964995501758404,0.8644467673550732
case_255,0.8565565317102674,0.9192073325805434
case_256,0.863432230507062,0.9223907860736908
case_257,0.8805800231099998,0.9114773891409337
case_258,0.5621972206471894,0.9151993267575166
case_259,0.8343926054956609,0.9247830070297473
case_260,0.874413949173,0.9138934077578615
case_261,0.880532020334431,0.8536874745805302
case_262,0.8534876346117924,0.9374782368550605
case_263,0.9074305220423643,0.8590222656815154
case_264,0.904759342255979,0.88732338300536
case_265,0.8574539164728808,0.8874849041274139
case_266,0.9183672966026865,0.8913805016792274
case_267,0.6806628243670448,0.9192124915139172
case_268,0.9055396107002245,0.9305057035111143
case_269,0.8622780443978926,0.9174525217593467
case_270,0.8500146580171837,0.9440121394132137
case_271,0.8376139794952211,0.9070179541143762
case_272,0.9287776584869263,0.9153422364731839
case_273,0.8699307983424315,0.9175560576444269
case_274,0.8299213358428648,0.9369703859713684
case_275,0.9154583393430664,0.8906032217296235
case_276,0.8924111155985773,0.9289825334067364
case_277,0.7102892366050261,0.9337856456449503
case_278,0.5397607457480145,0.9057819372851654
case_279,0.8626650572684887,0.9357474117491639
case_280,0.8894332355031503,0.8941603580620571
case_281,0.9277194288359765,0.8702247421958383
case_282,0.8225922460832932,0.8908327926640136
case_283,0.844713229388795,0.9216490799297126
case_284,0.8002944247076408,0.9136258733771642
case_285,0.8321967015482957,0.9021369835138681
case_286,0.9253852894180712,0.9144486471434539
case_287,0.8640294225860193,0.9236217159898056
case_288,0.8629606451083388,0.9277386725634654
case_289,0.8640514435557195,0.9170002347435309
case_290,0.8345059861838385,0.9136955210158876
case_291,0.8900680928218275,0.8698622619183344
case_292,0.8320338718489034,0.9201793611831329
case_293,0.8840853653393288,0.9286584454097561
case_294,0.8069337426021508,0.8812342638777612
case_295,0.8620052766508944,0.937891784079074
case_296,0.664461642851241,0.929121262109352
case_297,0.9118851534185343,0.8814486936252632
case_298,0.8945705638662385,0.8712313634946729
case_299,0.8951522411884623,0.9267375404268289
case_300,0.9221988918885032,0.8765341898272062
case_301,0.8839087792042102,0.7985208381377773
case_302,0.8709100179719776,0.8350863211715692
case_303,0.899075724573383,0.8188768100067021
case_304,0.891831938073112,0.8013842941463092
case_305,0.742382255786372,0.8832474987964285
case_306,0.863278096251313,0.8249198959471956
case_307,0.8914290295988755,0.856388014426715
case_308,0.8496308145263183,0.8745251194517457
case_309,0.9116141679795686,0.8595968948080621
case_310,0.8686794177068137,0.8636910780490153
case_311,0.9044147468172871,0.8581885433396603
case_312,0.4963425018723518,0.8274507202246446
case_313,0.8990465953515081,0.8295459782842073
case_314,0.8722904442692598,0.8609512878386734
case_315,0.9378550352275237,0.8650048275256736
case_316,0.711498788230817,0.8517546941344941
case_317,0.8896561649407126,0.8374266963519157
case_318,0.9167457638950157,0.8637584413356946
case_319,0.7758597123576849,0.786792486273419
case_320,0.8633445735563375,0.869338609087574
case_321,0.9219065943676753,0.869934098120576
case_322,0.9129464220323243,0.8555205718624705
case_323,0.921371346240044,0.866044037252507
case_324,0.917342429431586,0.834455786496126
case_325,0.9021940491651913,0.8306094140549487
case_326,0.8988318176135159,0.8909557452408545
case_327,0.7075730617125651,0.8734297088537716
case_328,0.8835295632242489,0.8632736514191831
case_329,0.9001062309974724,0.8696988437248178
case_330,0.815955009692224,0.8902378287483064
case_331,0.8912479160036907,0.859565867518399
case_332,0.862751776418166,0.7766717826598066
case_333,0.8527117185851338,0.8653154392508127
case_334,0.9280958765569564,0.8734883490761531
case_335,0.9243121581050964,0.8429276424787675
case_336,0.7940424858008739,0.8670843692388938
case_337,0.9065085938227645,0.8633867261095507
case_338,0.9157737697787376,0.8821627839122618
case_339,0.8395466973865009,0.8356972907601908
case_340,0.7106816961889426,0.8590473564022453
case_341,0.7646644965439391,0.8406439973372238
case_342,0.8777514542805344,0.8158724653863016
case_343,0.8654750099920689,0.8221321146698825
case_344,0.8232612183030922,0.8401405855843088
case_345,0.8360037499467338,0.8415284730025766
case_346,0.8814745069201358,0.8603252351369657
case_347,0.9138922905924163,0.8503232785521115
case_348,0.10302072861314568,0.7962054741141852
case_349,0.8340667966028451,0.8371429822544801
case_350,0.8947908775204698,0.7960044142754374
case_351,0.7364025899828605,0.8511792002473274
case_352,0.9166778849477349,0.8433004193478203
case_353,0.8513219647969065,0.8509951939053363
case_354,0.8339590739895467,0.8032124155519983
case_355,0.9389511339745197,0.8737752642243793
case_356,0.6273482339743836,0.821111995574684
case_357,0.8660533462553681,0.8092745817865399
case_358,0.86118567713434,0.8308990640129683
case_359,0.9004824636170103,0.8402533537166778
case_360,0.8952370306472602,0.8373664260394835
case_361,0.8952516307992441,0.8799069255874493
case_362,0.8902238067468943,0.8322574225781455
case_363,0.46678318925472784,0.782804980992792
case_364,0.8747740582748897,0.859177088075409
case_365,0.7821374221720697,0.8380918695895553
case_366,0.9409360308146001,0.8508258679345176
case_367,0.9090666614303621,0.8120394442462037
case_368,0.7300463195219007,0.86627446640047
case_369,0.9282878814180596,0.8615320366468384
case_370,0.8893143462891829,0.8069705418972302
case_371,0.9007259488161459,0.8707836276780114
case_372,0.9001220247044878,0.8333777442228835
case_373,0.8868769457403062,0.7923670543313375
case_374,0.9004785442542699,0.8327161768121177
case_375,0.9170430772396513,0.8587780602224808
case_376,0.8989138967881675,0.814219950923729
case_377,0.8133382808815912,0.8644342192014415
case_378,0.855917275333692,0.8802312067719791
case_379,0.7530328462095197,0.8471870771737011
case_380,0.8970080227490876,0.8698098692163974
case_381,0.8669159886399161,0.8431866097448446
case_382,0.8838655186167093,0.843283224860516
case_383,0.8990683062406879,0.8527795271082613
case_384,0.6616691788206643,0.854333578667403
case_385,0.9034829870714607,0.7950989948996543
case_386,0.842344090863216,0.8472717422110734
case_387,0.8520668386968985,0.857433072282464
case_388,0.9076089526559646,0.8266579980810268
case_389,0.9596139860039399,0.8769254839786382
case_390,0.7869244725701414,0.8686233447427194
case_391,0.7577326694131767,0.8462973646417655
case_392,0.8999905735331745,0.8715622586233955
case_393,0.808276340659441,0.8324326466168622
case_394,0.7972454268758652,0.869044563930209
case_395,0.92110704377344,0.8544592406032852
case_396,0.6996229814388439,0.866147682259785
case_397,0.8487170610090177,0.8733334160781442
case_398,0.8875506152105379,0.8267951005449197
case_399,0.9093140936497092,0.8712545377840509
case_400,0.9163217116995999,0.824977887243428
case_401,0.8599231564947539,0.84596417597242
case_402,0.8373723735284342,0.7624198592405508
case_403,0.9107866702113373,0.8391034831432355
case_404,0.8477158002606177,0.8368546554652858
case_405,0.8413193471807303,0.8453590780493263
case_406,0.8429135920503262,0.8559692740705993
case_407,0.9154593901812682,0.8484994388253186
case_408,0.8560576413986787,0.853298407179439
case_409,0.6472644591196447,0.8274177699627637
case_410,0.9031990002626699,0.7894799654438418
case_411,0.887676831975074,0.8833143702163145
case_412,0.933296062889899,0.8500531591737546
case_413,0.736584129978352,0.8423513105748338
case_414,0.6820848169451292,0.8522432858598713
case_415,0.8489589426588462,0.8676470074207158
case_416,0.9206208652048817,0.818096209683748
case_417,0.7768021197233634,0.7982485223336268
case_418,0.8618023234507275,0.7848040970719634
case_419,0.8900764421117506,0.8626015725805056
case_420,0.8761454598837928,0.8426888329747195
case_421,0.7995017532680648,0.8607029993478018
case_422,0.925434091959551,0.8455076443348148
case_423,0.8620892568359935,0.7841055496505298
case_424,0.711363365918917,0.8415611054739071
case_425,0.8667233293055072,0.8006077857621541
case_426,0.8541463316316689,0.7740615746124612
case_427,0.8382985763962051,0.8536902365450996
case_428,0.9275675692045386,0.8512774865560696
case_429,0.6586875612144956,0.8555210300777839
case_430,0.821998968369177,0.8200355620398021
case_431,0.5827644562898043,0.7909780103133578
case_432,0.9241678910412531,0.8752147398924217
case_433,0.8922007273567305,0.8856279073453313
case_434,0.8069633366879465,0.8149157617157926
case_435,0.9115797298971626,0.8297806715872394
case_436,0.8711290396797399,0.7838117228176554
case_437,0.7226239247478186,0.8612726343071743
case_438,0.8990007378966889,0.8414802669847231
case_439,0.8760128706656787,0.861561303080433
case_440,0.8461858331833444,0.8546435397237002
case_441,0.8267684829242432,0.8810370777617802
case_442,0.847243270961371,0.8604242380270821
case_443,0.8941853980675061,0.8438644445252677
case_444,0.9001560115894324,0.747080531823467
case_445,0.9251700680272109,0.8199069930211117
case_446,0.7348079180865034,0.8451755243858066
case_447,0.9150632767260677,0.8092982706844989
case_448,0.9454016224389792,0.8912733473608632
case_449,0.8391135719853845,0.8669589572979114
case_450,0.7327876193060123,0.8579837856412332
case_451,0.40932078435695685,0.8548462900087408
case_452,0.7570408833997613,0.8972209184324402
case_453,0.5362787599084704,0.8837618736121483
case_454,0.6062231993208681,0.8609670487802507
case_455,0.6910782902091973,0.8788104779502663
case_456,0.7145519174457023,0.8119303060434127
case_457,0.8241116336085245,0.9077073677607799
case_458,0.8493995459592464,0.8837782465458102
case_459,0.7828605278746791,0.8326504448893495
case_460,0.7554428156401802,0.8950492472486514
case_461,0.8863871825234565,0.8856054138899598
case_462,0.7648054287270137,0.8581676053669149
case_463,0.7669346002633299,0.8878015421758868
case_464,0.7598125492187399,0.842402844187536
case_465,0.7602958732729672,0.8654691880959411
case_466,0.7935693328777678,0.8546989097677458
case_467,0.8020616979948917,0.8671462993514074
case_468,0.8863434258555793,0.864754520822289
case_469,0.6660328989532152,0.8973951094689874
case_470,0.7446226721262801,0.8758154430079469
case_471,0.7975950238857855,0.8801254310531627
case_472,0.8240361246133451,0.8573746125439697
case_473,0.8451692700589055,0.8419558779448182
case_474,0.8700015291688967,0.8274459155528257
case_475,0.7660361132781824,0.8766668681008782
case_476,0.8359939081458099,0.8933738480628894
case_477,0.8463255571914178,0.8236338127712991
case_478,0.8131507589574347,0.8345385742378777
case_479,0.8322327763510796,0.829634410008344
case_480,0.8096202641661576,0.8597142878934643
case_481,0.7903222807676432,0.8613077202331944
case_482,0.8458255678433158,0.8477094783193083
case_483,0.7209213867788381,0.8563216600640534
case_484,0.8194583219789869,0.862297354762418
case_485,0.6609119583598182,0.8310981535471331
case_486,0.886325579556029,0.8514143950295555
case_487,0.5166792490397298,0.8558376957331514
case_488,0.638283694142388,0.8644352894138452
case_489,0.8282416122176258,0.8499262509948814
case_490,0.8518487885821215,0.7914862083674531
case_491,0.8050565249941637,0.8513040520817433
case_492,0.8785560966500189,0.844720768843451
case_493,0.7772793527756748,0.8290110421644523
case_494,0.8420692450124129,0.8669468931252924
case_495,0.8459239622082243,0.8761068582607925
case_496,0.5364384359359233,0.8522219430981598
case_497,0.8808931097349118,0.8612894201544801
case_498,0.810779899431426,0.8215392230719064
case_499,0.810353137752643,0.8322654963785291
case_500,0.820606230911019,0.8307804389399872
case_501,0.7646581068707099,0.8783601226732143
case_502,0.8757167609784697,0.845326688148344
case_503,0.8124435254587749,0.869447368657831
case_504,0.7190896048210155,0.7852625182005476
case_505,0.29523064894448786,0.8485032158130451
case_506,0.18612489467278345,0.8540646091216315
case_507,0.6978813372682025,0.8860130117153899
case_508,0.7075568652060426,0.865333868246821
case_509,0.8262534369802098,0.871880615707075
case_510,0.800020590413502,0.8435970072646873
case_511,0.7676942633868656,0.894702743902439
case_512,0.8563409212255044,0.8357882801886038
case_513,0.7705276621775681,0.8921571766233278
case_514,0.7697316375585712,0.8861172837285499
case_515,0.8306855334898905,0.8642792396795103
case_516,0.8246190325499303,0.8835982885514163
case_517,0.7923251155422302,0.8330875931989278
case_518,0.8544912171062217,0.7544402935212675
case_519,0.8435543424297668,0.8386581081877733
case_520,0.8377108700873968,0.8799736668861092
case_521,0.837394915425909,0.829360681705767
case_522,0.8040661653374271,0.8200725546887786
case_523,0.6756657215921725,0.880479843128208
case_524,0.7868810010224229,0.8487061721782079
case_525,0.8198497758116898,0.8811627053663589
case_526,0.8644756040159158,0.8568538876595259
case_527,0.8152540144874394,0.9093859781699148
case_528,0.8021862853049258,0.813532076397177
case_529,0.8206271031578009,0.8468405076133826
case_530,0.8905393527919023,0.8641454727686002
case_531,0.11055839537091038,0.8630139996923144
case_532,0.8405429974291868,0.8550253202766971
case_533,0.7851233791513191,0.8689226086088655
case_534,0.792010731524954,0.8888590305283418
case_535,0.806440417825528,0.8355343244198902
case_536,0.806577560894513,0.8680208142416588
case_537,0.7161029431456041,0.8398078409383667
case_538,0.7388304559811106,0.8333548470375629
case_539,0.8350053100236908,0.8267160971968739
case_540,0.7586382298441303,0.8959361822997095
case_541,0.8257145254085367,0.8947203658947469
case_542,0.7779456418750047,0.8707176862399277
case_543,0.84417422278675,0.7842922777183792
case_544,0.7877855686166678,0.8665213002487283
case_545,0.12594320677485238,0.8270202418680792
case_546,0.7601771701903207,0.8454914950609669
case_547,0.10852386964043578,0.8643783303881356
case_548,0.9146001082164114,0.8859787007815849
case_549,0.7818483032698629,0.9176732081903103
case_550,0.7889376934106918,0.8547013588338949
case_551,0.7870626029777982,0.8128292927697297
case_552,0.8460611900746808,0.8623500330078365
case_553,0.7843969031855386,0.8696026091738652
case_554,0.789909694141192,0.8469850091912557
case_555,0.8850177115758134,0.8473013251587872
case_556,0.7555314504927575,0.8995829715952703
case_557,0.7218534073973716,0.8432959778610157
case_558,0.7881309533664158,0.8106050253270654
case_559,0.6458487592400319,0.8323756007322756
case_560,0.8261832690797106,0.8138777581595001
case_561,0.7171387181718211,0.8778556351264084
case_562,0.829735133350453,0.9188451046249428
case_563,0.8166592943975839,0.858786485564002
case_564,0.7242351588947855,0.8707193767417224
case_565,0.877181124931439,0.8725020941797708
case_566,0.8896337998577029,0.8755467900264005
case_567,0.5555764491642007,0.8565617330814457
case_568,0.8070492648537916,0.8745750447567541
case_569,0.7829418391382472,0.8703820562785861
case_570,0.8340210715696559,0.8790076024383048
case_571,0.7514299027316675,0.8705884886586134
case_572,0.7409917756733073,0.8630047382127249
case_573,0.6717814892136396,0.8614676628943124
case_574,0.2410409461531056,0.7910007013997217
case_575,0.819685520573454,0.8976042049153612
case_576,0.8406515072578608,0.8113321886678113
case_577,0.8843933293074591,0.8317610101938191
case_578,0.8079858132537406,0.8941421991244196
case_579,0.7696511099145517,0.8902253328847549
case_580,0.7831592582234456,0.821323846141574
case_581,0.877658146074532,0.8369444622734066
case_582,0.8579367347799399,0.9358425850979638
case_583,0.8202992184261122,0.8831700314078818
case_584,0.8930266774472456,0.8831373038066824
case_585,0.7938962853151638,0.8356465209549188
case_586,0.8452202228659632,0.8433764284399382
case_587,0.7505375245178002,0.8299722736109738
case_588,0.7189818265206673,0.8545138457294741
case_589,0.790236558926794,0.8944779952687532
case_590,0.7718941557205407,0.8135137276243684
case_591,0.7411152871252513,0.8506301828765995
case_592,0.8151134665502827,0.8810226556452639
case_593,0.8222680349746195,0.8215025853170532
case_594,0.7500411448748447,0.8924520306829787
case_595,0.8009377690384168,0.8098241745851785
case_596,0.8285633822649346,0.8751353822778296
case_597,0.8458565349115379,0.8863112552356406
case_598,0.687228477701924,0.8613846680109463
case_599,0.8405038289615024,0.875776142766976
case_600,0.8886652069414479,0.8895843582202033
case_601,0.8287176040184075,0.8706518016350716
case_602,0.8664117360363637,0.8870785983725179
case_603,0.8777417033920667,0.8636670359972342
case_604,0.9116715629572627,0.8817992451328479
case_605,0.6489322472985273,0.8387618269309991
case_606,0.6496143908549953,0.8908251697475152
case_607,0.9202900537681314,0.8493879954035027
case_608,0.9198946250696639,0.8904565932058931
case_609,0.8954092324436769,0.846612857772543
case_610,0.9010297829113407,0.8627313016079038
case_611,0.905006815973308,0.869592224295792
case_612,0.8196568280665916,0.8956915199139648
case_613,0.8801406845834712,0.8351574708921709
case_614,0.8812379178368888,0.8583975165398087
case_615,0.894902218844257,0.856725654767924
case_616,0.8943080814063439,0.8921183915760148
case_617,0.9042001040823616,0.8520941837913225
case_618,0.8966443536468748,0.8700700924773004
case_619,0.8830356868238642,0.8718738362396982
case_620,0.9257840983308885,0.9045498790039971
case_621,0.8352071206632203,0.8528675052841931
case_622,0.7690408837576566,0.8695208261552613
case_623,0.9041332011782861,0.8567445210903436
case_624,0.9260547063117309,0.8744293311996988
case_625,0.8955312210217031,0.8948896994020582
case_626,0.7844576423128642,0.8625312883993993
case_627,0.846023809376105,0.8672749599738859
case_628,0.9010026871019108,0.8801638472056157
case_629,0.7939748529948976,0.86597106522977
case_630,0.6965670573162001,0.8386781873482263
case_631,0.9479216151504536,0.8852778528434455
case_632,0.8991190804893573,0.8436641927697227
case_633,0.8792640685774012,0.8878749603854439
case_634,0.8552299708537713,0.8143350823921025
case_635,0.9146766135086647,0.8893818913368805
case_636,0.9139730467793044,0.8784203739785147
case_637,0.8882588760914051,0.9010804409297456
case_638,0.8922456185533341,0.8430614617272632
case_639,0.9150399671476731,0.853369644007732
