case,dice_fat,dice_muscle
case_394,0.7669028413340517,0.8486999410625041
case_395,0.878567466376232,0.7528947283491532
case_396,0.687354879378197,0.8738785825902005
case_397,0.8026581056311475,0.825281277653702
case_398,0.8448328219560884,0.7699089928670085
case_399,0.8742974896965156,0.8179760876229759
case_400,0.8743518294585055,0.7464512348989544
case_401,0.8182645485202509,0.8143418640205721
case_402,0.7999893843826577,0.7134363367497832
case_403,0.8614478754048818,0.7689609313262533
case_404,0.7970344481058688,0.8363955503336435
case_405,0.7874423954902368,0.799405953686766
case_406,0.8120769471083299,0.8121129524296256
case_407,0.8648493273079682,0.7686168748968022
case_408,0.7941478898087811,0.8262396912268005
case_409,0.6299197185520242,0.846713111825652
case_410,0.8725675283183271,0.7159336571873647
case_411,0.8238108692447546,0.8060447963238038
case_412,0.8873582076708402,0.7507899755306594
case_413,0.7241268867763808,0.8421730363450659
case_414,0.6210994025485477,0.839158859846197
case_415,0.8196774536310079,0.8354751670921243
case_416,0.8726760693204159,0.7525074182733776
case_417,0.7402895085249882,0.7889592377161224
case_418,0.8051604676673824,0.6753673096754051
case_419,0.8579858811060431,0.8085678008207129
case_420,0.8567598263977161,0.8426865336378271
case_421,0.7673244395034279,0.8356965302540562
case_422,0.8870103858041479,0.7754679330116951
case_423,0.777448401632144,0.6232016008952874
case_424,0.6968464817090709,0.8331171288038485
case_425,0.8275907602451246,0.7609615922393759
case_426,0.7995399828534333,0.6848124178930991
case_427,0.810804677171214,0.8167518996942401
case_428,0.8812539847115873,0.7524459151908337
case_429,0.6370325200913531,0.8455588156841825
case_430,0.7767082338268655,0.7919454975325311
case_431,0.483880286184542,0.797231721057105
case_432,0.8851276854390975,0.7860359043330799
case_433,0.8685636291489299,0.8642666018000487
case_434,0.7358579261761418,0.7796790666328718
case_435,0.8553904305337882,0.7691968241045131
case_436,0.79679990339331,0.6846076632861444
case_437,0.6922338960136958,0.8728132183597923
case_438,0.855681927777242,0.8324063478546274
case_439,0.8425819018148143,0.7867699327841856
case_440,0.8002864873468089,0.8342467396985047
case_441,0.8051130007329479,0.8648254128110758
case_442,0.8336146891373016,0.8201461470630456
case_443,0.8452540908984804,0.7687433522810659
case_444,0.8727318113813021,0.6589335193399335
case_445,0.8699173570201106,0.6814980573075126
case_446,0.6921070337601779,0.830543619359344
case_447,0.8558114959523654,0.7441544236540412
case_448,0.9075477753646445,0.7859149826608401
case_449,0.8033642010570252,0.8536665633402385
case_450,0.6875899216418354,0.8437974890459178
case_451,0.39903771706669616,0.8799135775935206
case_452,0.741984205931911,0.8814328044819906
case_453,0.5098961379117214,0.8847266670076703
case_454,0.5886045434348973,0.8586372555126448
case_455,0.6525669928184629,0.8820886200044874
case_456,0.6770172126867822,0.8092122306992158
case_457,0.7971924052155458,0.8680947961808005
case_458,0.7996298693075704,0.8483081907008337
case_459,0.7469400294274581,0.8100625641650411
case_460,0.7210639637304329,0.8731728131425782
case_461,0.8311645163876468,0.8081606472430359
case_462,0.6433169839725853,0.7657180973779766
case_463,0.7448255049032241,0.8871626988717427
case_464,0.7248586954263034,0.811500317293012
case_465,0.7000623577415667,0.8018747147294243
case_466,0.7242748597741273,0.8113640742731394
case_467,0.7298728538122189,0.8366990136952434
case_468,0.8553112122923149,0.8453630237952852
case_469,0.6577289904624798,0.9061728179000125
case_470,0.6698717266906337,0.8588013286690135
case_471,0.762740778308553,0.8601004518891275
case_472,0.7719774942021579,0.8149527061738842
case_473,0.8054141455822528,0.83415258401899
case_474,0.7852688416082056,0.7317137493988614
case_475,0.7155141459502059,0.8666947666751139
case_476,0.808423429174254,0.8853540697038084
case_477,0.7923984388859322,0.789818913425583
case_478,0.7560041462750253,0.790734826458605
case_479,0.7665116060796264,0.7771764490530197
case_480,0.7608369208326148,0.8146168643380015
case_481,0.7222619077353448,0.8214271098031483
case_482,0.7529267677677317,0.7856051956091963
case_483,0.6749266991576532,0.8481129074240101
case_484,0.7697668315053734,0.84942212373212
case_485,0.6124875372009865,0.7930157258147189
case_486,0.8271274500314028,0.8209911698036606
case_487,0.5074575616455995,0.8490265509350992
case_488,0.625061530888506,0.8728080335118676
case_489,0.7566373604574577,0.8031350576408324
case_490,0.7907749679524531,0.7221629337251401
case_491,0.745694253284583,0.8272314546796594
case_492,0.8207042590393243,0.8247005899179812
case_493,0.7229172357279432,0.8348166443595086
case_494,0.7839029055798834,0.8328872630734087
case_495,0.7681127924327086,0.7684545587959941
case_496,0.4674209678786338,0.8370333740507013
case_497,0.7732326196032406,0.8156236766970756
case_498,0.7451796943322367,0.7910136953553826
case_499,0.7171893572792672,0.7462764824433484
case_500,0.746562121103798,0.7948229765310257
case_501,0.7303820128761004,0.8757634294380048
case_502,0.8077011688451319,0.7408164331705731
case_503,0.7407581069317152,0.851630604660855
case_504,0.6446947238022289,0.755324645398689
case_505,0.29938786867000555,0.8473099885770877
case_506,0.2361440050178979,0.8645358330103018
case_507,0.6543654365436543,0.8813007893562964
case_508,0.6854024112088628,0.8517896028372031
case_509,0.7426049881483028,0.8429821669684749
case_510,0.7611302495793988,0.8458425253150602
case_511,0.7200164342989236,0.8898771254193077
case_512,0.813655488639332,0.7688838812584972
case_513,0.7243735000512624,0.8659300445015146
case_514,0.7320079357371773,0.886336517614508
case_515,0.7836548069511212,0.8418049572770284
case_516,0.76351521272465,0.8664093738927975
case_517,0.7387773186579822,0.8004956730348579
case_518,0.7750521043279581,0.7364148316443508
case_519,0.746361466260869,0.745486740225088
case_520,0.8022330738665133,0.8595531184129794
case_521,0.7767910508334501,0.8237899498723938
case_522,0.730156270179517,0.736606442476075
case_523,0.6502786573780874,0.894844131792928
case_524,0.7254141009358909,0.8311836492919759
case_525,0.7829364701050887,0.8717737349284443
case_526,0.8043166026163581,0.8090358896620847
case_527,0.7979429839673751,0.8987588211813793
case_528,0.7620119440197327,0.8314562742940609
case_529,0.7626333835681558,0.8280921578997329
case_530,0.8381546885984154,0.8009571978251563
case_531,0.2094068674504139,0.8936763997548459
case_532,0.7437293597446605,0.7800093691122482
case_533,0.7423282299552363,0.8758512469720745
case_534,0.7566145773617228,0.8857505926216509
case_535,0.764033247779051,0.8607404504742736
case_536,0.7559216349392974,0.8366173059174697
case_537,0.6735755269124393,0.8343706291570725
case_538,0.6589477124183006,0.8013569678602296
case_539,0.7763219081857389,0.8284879334549379
case_540,0.7447660695539374,0.8903269226847226
case_541,0.7532835411082162,0.871318049542196
case_542,0.7433791652462561,0.829096042931744
case_543,0.7909611624429705,0.8359361871520308
case_544,0.7310246001958225,0.8191107052315996
case_545,0.11023767564963137,0.8742771750971045
case_546,0.7432766797751861,0.8407356983974742
case_547,0.20761572490097244,0.9014069551367135
case_548,0.8775296145672559,0.8561012327156239
case_549,0.7811811463923772,0.9187999291982089
case_550,0.7464445347419748,0.834744879639836
case_551,0.7099898999920305,0.8349684857713687
case_552,0.7785031436940074,0.8293554340484661
case_553,0.7437812590965625,0.876782215825037
case_554,0.7250633150908244,0.8371559203149651
case_555,0.7957432282428881,0.7770359674890954
case_556,0.718448916157759,0.8864633503509819
case_557,0.696287960855776,0.8628884115873664
case_558,0.6967907146565063,0.7708122764789582
case_559,0.6219598770437158,0.8057542841906699
case_560,0.7524733990002163,0.7490513980146202
case_561,0.6752200756172902,0.8590528993917457
case_562,0.8001240826035618,0.8993747304173545
case_563,0.7662752908192642,0.8554092508425669
case_564,0.698192563806748,0.8748419125280782
case_565,0.8330588465632666,0.8171071879628199
case_566,0.8459366418681821,0.8490396562435287
case_567,0.5362202805722839,0.8512092342850489
case_568,0.762071970797388,0.8424436665829728
case_569,0.717878936425565,0.8640198749718547
case_570,0.7750174566636665,0.793761022020729
case_571,0.7242363801991347,0.8521689869985632
case_572,0.7129582635065038,0.8469355714722157
case_573,0.6623057801475016,0.8551984170990655
case_574,0.2881040177173035,0.8069702382958643
case_575,0.77250475984847,0.8697041386411558
case_576,0.761134220954764,0.7853235668911601
case_577,0.8480573356679499,0.8276099442659515
case_578,0.7779615284184872,0.8811774538944307
case_579,0.7496903129903377,0.885150897283432
case_580,0.7008949444769141,0.7713045121141747
case_581,0.8536359284284526,0.8660055223575535
case_582,0.8199957361457368,0.902547393829817
case_583,0.7678049910370803,0.8381134384113348
case_584,0.8634595740293314,0.8544293834226313
case_585,0.7550362009876239,0.8313579934483389
case_586,0.7706076619104835,0.7733255524502943
case_587,0.7022409577372691,0.8143802316631849
case_588,0.691239252621959,0.839267399782915
case_589,0.7685204022154307,0.8612990392313851
case_590,0.7351195201248006,0.770513826152029
case_591,0.7087863649720835,0.832254828719438
case_592,0.7649499536766001,0.8639070619872907
case_593,0.743879571990206,0.7936885860485918
case_594,0.7107655679879139,0.8725797152622418
case_595,0.7499478133806492,0.7779854085985356
case_596,0.7877506323081999,0.8716798402413138
case_597,0.8195932308647725,0.8670288503470344
case_598,0.6411278712844712,0.8695947379588372
case_599,0.78286733716102,0.8596972192073057
case_600,0.865748680335683,0.8639516926118113
case_601,0.7898921636661707,0.8472325783763501
case_602,0.8309779982445933,0.8509080665781352
case_603,0.8368266692431642,0.8283747774913883
case_604,0.892417565004291,0.8602141952996533
case_605,0.6192945263211668,0.8032632164143406
case_606,0.6569732529623433,0.8822472271203068
case_607,0.8994561161654986,0.8268364338599112
case_608,0.9001590462285939,0.8557703302595169
case_609,0.847942575430888,0.802969850781484
case_610,0.8902132346916278,0.8254804582539893
case_611,0.8861786571843921,0.8328331383420655
case_612,0.7995713141025641,0.8844160453274089
case_613,0.8589313945244208,0.7690545640564428
case_614,0.8548144934870886,0.8180406111440595
case_615,0.871655198206848,0.8293765420120311
case_616,0.8753515975045232,0.8606210986397541
case_617,0.8825893897720386,0.7943052182021204
case_618,0.8722823398047836,0.8355980719030266
case_619,0.8518926933480717,0.8382776886978568
case_620,0.9085680321323719,0.8628980172585431
case_621,0.8160218362538465,0.7995382976505554
case_622,0.7382382048988447,0.8574045442597578
case_623,0.8668576502761471,0.8083259475196792
case_624,0.9004584151931893,0.8452926877530299
case_625,0.880260195753615,0.8702859149982438
case_626,0.7788118263456015,0.8144279815399563
case_627,0.802069928696358,0.8044082358556568
case_628,0.8765265728964878,0.8446634125813604
case_629,0.7792485967720902,0.8382168478500066
case_630,0.656731201275168,0.8094845669763261
case_631,0.9262629371922502,0.8433199479267041
case_632,0.8741857015264539,0.7943624753905695
case_633,0.8643499110900124,0.8721206144815816
case_634,0.7884581167098074,0.7426353681428878
case_635,0.9014291114941868,0.85972923929082
case_636,0.8794085006965535,0.825523963804124
case_637,0.8700636707812597,0.861957854770878
case_638,0.8578531173729754,0.7967144822165455
