case,subcutaneous_fat,muscle,visceral_fat
case_249,0.9247929991401218,0.859004623783287,0.9264123196925118
case_250,0.9494799074693837,0.8590375745976714,0.9421204403636463
case_251,0.8709974186546767,0.7345382611286534,0.9292012402349282
case_252,0.9122067710528958,0.8993979659808148,0.8177489389574613
case_253,0.9021929385844102,0.8495164988840138,0.9264637018692127
case_254,0.8906360293795279,0.811859895506442,0.9191820385339092
case_255,0.9158031738289388,0.8495915277011824,0.8898430574548698
case_256,0.917397810016927,0.8845482373493511,0.9079890576023057
case_257,0.9211325939760691,0.8457152003823388,0.9224238558921344
case_258,0.7829870560797021,0.8368157633936522,0.7287774371945117
case_259,0.9355167969015273,0.8867096796578102,0.8015758286877663
case_260,0.9183337707674264,0.8773511392355491,0.9106277804254943
case_261,0.9115117127711639,0.8424280219731675,0.9026537014516511
case_262,0.9087837149279805,0.8639728533365576,0.9154166735131058
case_263,0.8962727363712193,0.8343630579910114,0.90501906703476
case_264,0.9287159161089141,0.8671324483098913,0.8905623499667007
case_265,0.8560629560020578,0.8147827760290782,0.8885113980148887
case_266,0.9340606242913692,0.8118715631848713,0.9231201866128673
case_267,0.8613384284040861,0.867900524605356,0.635276764012027
case_268,0.9221995636712005,0.8831652622167598,0.937618114082874
case_269,0.9292723051417001,0.8546163273747552,0.8958799469370473
case_270,0.934625588878416,0.8851606915485349,0.8819133970970825
case_271,0.9204775129210201,0.8600533843586033,0.9263787102049273
case_272,0.9232843677973805,0.8713534571910682,0.9142309482938262
case_273,0.9073840029519601,0.8839309442902459,0.9300619844694139
case_274,0.9392924067060344,0.888568635815758,0.902021619119654
case_275,0.9035625639576733,0.8503024887320769,0.9155033952234709
case_276,0.926628161420651,0.8699279412254015,0.923857583270341
case_277,0.884715996721089,0.8993428607335273,0.7687595010122162
case_278,0.7811735903071607,0.8630054262016065,0.6269144833374605
case_279,0.9262244981678889,0.8678667607108702,0.9042176603120642
case_280,0.8730423662216807,0.8248125249638315,0.9077474794303744
case_281,0.9150831051656254,0.829579048047385,0.9128451920807716
case_282,0.8591137057593637,0.8507383512413742,0.9110176823926621
case_283,0.8941145097663827,0.8340171508892573,0.9259506788249241
case_284,0.9148960900715335,0.8679246471453284,0.8803340715046375
case_285,0.8980083605430978,0.8489044610964749,0.9043629517365279
case_286,0.9516613989869681,0.8604976701998216,0.8772848958021932
case_287,0.9200717481768237,0.884754617444182,0.9126789791242544
case_288,0.9409820095737143,0.8779222016686801,0.922718081435501
case_289,0.8966583225690824,0.8700735458779153,0.9278303891782651
case_290,0.9189572044888257,0.8487105578243035,0.9113128650539046
case_291,0.9051806692566257,0.8482279016409046,0.8917629362664472
case_292,0.859564861968972,0.7913826548588354,0.9079939037468218
case_293,0.9327186957248036,0.8833970362695062,0.9385089864209949
case_294,0.9116890177778035,0.8351171223445496,0.9169163245306046
case_295,0.9170017277521694,0.8696687333696757,0.8934195850935549
case_296,0.8409788626907762,0.8757625202377857,0.7690135704371852
case_297,0.9148634397810363,0.8560195067996788,0.9095441273203713
case_298,0.908059526423457,0.8303254010766803,0.9171760627144258
case_299,0.9396238934431776,0.8857310394205025,0.927650621285142
case_300,0.90857846045184,0.8476041503780516,0.8709757437697547
case_301,0.8554669636298844,0.726189964371545,0.8287060159033658
case_302,0.8695211317479038,0.8026042151375526,0.8251920358328004
case_303,0.8521554190362268,0.756621271385371,0.8726425753430301
case_304,0.8243133419402465,0.7683103037394831,0.8722020690941379
case_305,0.8315689780000222,0.8654889243486487,0.8051745392622368
case_306,0.8115824822196998,0.7824354760706295,0.7611261549149605
case_307,0.8914266451175775,0.8171292219646714,0.8568806344655379
case_308,0.8464731944102615,0.81513835292582,0.8001103664607814
case_309,0.8769197120702177,0.8383056559150687,0.8588528403801825
case_310,0.8901531364831444,0.809405900697105,0.8861955614705928
case_311,0.8958249478523415,0.8173010376212451,0.8679602259369665
case_312,0.6464151665947733,0.790371582496696,0.7020265511567545
case_313,0.8600697511996911,0.7877531177497212,0.8698936190884387
case_314,0.8866930519635144,0.8279814032336289,0.7931629088794397
case_315,0.9208690841966893,0.8152007994679762,0.8746139961271385
case_316,0.7881007952337675,0.8245402157030465,0.7681474268298131
case_317,0.8695175217882372,0.8121849968354292,0.8889422852493928
case_318,0.8856456954918386,0.8017596713711286,0.900598889315326
case_319,0.8847131973050798,0.8499085466705741,0.8040376890002271
case_320,0.8577564628846956,0.802726637678946,0.8609312754686835
case_321,0.8990759052002593,0.8426034620274337,0.8831208960338041
case_322,0.8797655615545908,0.7876392420463146,0.8342704702693737
case_323,0.9013176232440638,0.8434434180849655,0.903482816281578
case_324,0.8910392876134563,0.8083663063891582,0.9054306805449778
case_325,0.8820728606792999,0.7723215647936268,0.8034630004670706
case_326,0.911481546338934,0.857594110324027,0.8960443363935419
case_327,0.8539392317388956,0.8631213084622095,0.6926428149186358
case_328,0.8736284325141778,0.824068413242136,0.7730536714735001
case_329,0.9086458075054019,0.8448432244126539,0.8695094704473247
case_330,0.8602404001564042,0.8648961737556018,0.8579071181961357
case_331,0.8615820219542264,0.8198355220136276,0.8719494745103131
case_332,0.8472394929711852,0.7398817628791117,0.7457814168911927
case_333,0.8655844889389803,0.8439095094763652,0.8259904302796401
case_334,0.8899758599559452,0.8081062966388932,0.9103531428140715
case_335,0.9172697519407705,0.7967441589233795,0.9075113717493517
case_336,0.8602223495781965,0.8641700974083087,0.7709860523351061
case_337,0.9145609724066838,0.8309364091264293,0.857743813879573
case_338,0.8877378218829493,0.8254036578557196,0.9119488503775981
case_339,0.8958930350027692,0.8390825705027165,0.8337739055382545
case_340,0.8082952433984778,0.8504091661647499,0.79593164319236
case_341,0.7757968017677482,0.8004191933471974,0.798585509268148
case_342,0.8232008003283446,0.7564604234148113,0.7994446833784822
case_343,0.8570161640047336,0.7756860463862826,0.8580592059338829
case_344,0.8403853594744353,0.8121445594690949,0.7817871046367434
case_345,0.8803913174901035,0.840437831793829,0.752824608556441
case_346,0.8460873538256296,0.7755932808278243,0.8416003314890919
case_347,0.9090984156530874,0.8129912021617212,0.8825473408153885
case_348,0.37507878589661814,0.7329790873093831,0.5530201793275451
case_349,0.8715843552498408,0.7967886738435253,0.755072982312551
case_350,0.8681408308198701,0.777040226563272,0.8040707587377006
case_351,0.8087278546429107,0.8247172605199405,0.7429893315391722
case_352,0.8832468125501797,0.7861672574838174,0.9081794955960381
case_353,0.8529983458441192,0.8204350569414378,0.8356253354525406
case_354,0.8957370884111409,0.8213348536974798,0.7668713772149987
case_355,0.9084465047365824,0.8289729843940596,0.9203467902249562
case_356,0.7725461581490313,0.8252010177699969,0.7470762358208813
case_357,0.8188300961853616,0.7827318293152008,0.834253210305405
case_358,0.8906837999458014,0.8098823326181745,0.810608161172472
case_359,0.8930321576958963,0.8426763523784804,0.8960259703514911
case_360,0.8833449024505422,0.8073247882096017,0.8300313011379044
case_361,0.8970931472893238,0.8391557200693384,0.8570816615900001
case_362,0.871417817817042,0.8144168681286325,0.854701163947946
case_363,0.599156034365639,0.7347307345616544,0.5417028476342283
case_364,0.8717577372443022,0.8221761680382056,0.8100495266921515
case_365,0.84637176876421,0.828240241784828,0.766927545212333
case_366,0.918013355058571,0.8341751683995448,0.914122441954875
case_367,0.910511694776214,0.7770300502729924,0.8603564149281221
case_368,0.818411363038371,0.8434796058181273,0.7931530867918131
case_369,0.9182936726174661,0.8162998137258424,0.9089744390134625
case_370,0.852597960886431,0.7421455358274146,0.8976533991282999
case_371,0.8896073094270365,0.8348464358892758,0.790739429460792
case_372,0.8780115369780311,0.7950424051575901,0.7908755810633319
case_373,0.8683497219641759,0.7432139672438098,0.8225809238917166
case_374,0.8461885051118215,0.7713859689615965,0.8967881283912066
case_375,0.8902863847266893,0.7913089459735493,0.8492930336112116
case_376,0.9092524617434834,0.7819531005557169,0.8732818898222013
case_377,0.8702890968081931,0.8547201137380936,0.8254363235300566
case_378,0.8793148171397545,0.8518640129183697,0.8440453200378167
case_379,0.8395109785684227,0.8450695976033251,0.8112396255436864
case_380,0.8998108515433973,0.8392048855752638,0.8854705568992842
case_381,0.8864014077618622,0.8553135761797583,0.8837906158020807
case_382,0.8744921117341334,0.8147838874346103,0.8627283577306516
case_383,0.8976024711813377,0.8259361469118446,0.8763269200266715
case_384,0.7874248346641937,0.8401408231851323,0.7955865592840622
case_385,0.9087601100701026,0.7837113010035566,0.8467756851492994
case_386,0.8363269498841578,0.805049760260359,0.7857571617073715
case_387,0.8424893167588781,0.7140444952138455,0.8381623166009164
case_388,0.9041473610226356,0.7989225711063784,0.905826544882282
case_389,0.9165837480161237,0.7739466279018424,0.9166188238451297
case_390,0.8641653586979734,0.8662548711446838,0.7435992793601713
case_391,0.8440728935666455,0.8044785872213147,0.8035744103369934
case_392,0.851078054310774,0.7901044907139695,0.8727916067660522
case_393,0.76205300370542,0.755793089562014,0.7573641242001222
case_394,0.8617474273905308,0.8434889013663041,0.8285890085322872
case_395,0.8894531663374382,0.7770081089512361,0.9146391348257785
case_396,0.812124276206844,0.8613273603044,0.6911908701284913
case_397,0.8733832133332025,0.8484823669820563,0.7878763997344714
case_398,0.8782151362919492,0.8056268454431095,0.8096146559907006
case_399,0.9009422411399297,0.8403088267447589,0.8312382210529266
case_400,0.897014694781489,0.8032246421120801,0.8708507490681597
case_401,0.8691051934885451,0.81918266080597,0.8033838647565874
case_402,0.8782196553720767,0.7631017963727496,0.7583697883789762
case_403,0.8781812699662045,0.7878718660635867,0.8678815322830664
case_404,0.86500760493569,0.8272085067798314,0.8334030182451854
case_405,0.8561507318301217,0.8076492809164438,0.829148512276105
case_406,0.8812377169338672,0.8102501774295107,0.8456600613160572
case_407,0.8862806518234962,0.7879928974355555,0.8839486019855132
case_408,0.8444001800479339,0.8262480400194966,0.8146618763917884
case_409,0.7958842127857738,0.8324701736685185,0.7845145890189097
case_410,0.9038934406759391,0.7704911891918065,0.8495496184336266
case_411,0.854794748747845,0.8092176371992176,0.9046641342378599
case_412,0.8875743555478612,0.8131075905848087,0.8233551528111163
case_413,0.8160037052499872,0.8371654063372677,0.8231036407504225
case_414,0.7311207791419074,0.8154353339996141,0.7062108963254412
case_415,0.8751966822393717,0.8476479881370856,0.8191138380791109
case_416,0.8889525514702017,0.8135233840464866,0.838582533397898
case_417,0.8374409093068127,0.794993338205185,0.7260401477687441
case_418,0.8369061275864367,0.7457129272507556,0.7843647105565168
case_419,0.9003878358555868,0.8214065645356063,0.8901904899513804
case_420,0.9049317688031988,0.7964096894234356,0.8794061520248584
case_421,0.868761264814802,0.8287239896890763,0.7583912903789943
case_422,0.9015893337983831,0.8164816305847238,0.8959252632700995
case_423,0.8144216692146056,0.6709792847977796,0.8444927658424147
case_424,0.8144087134828182,0.8354030134271795,0.7332144687308618
case_425,0.8933374260726957,0.818139731574894,0.6894413349667677
case_426,0.8320623380893215,0.7571800754013677,0.7896655013837013
case_427,0.8848148775028947,0.8338475893613606,0.8443250103530762
case_428,0.8924149351257347,0.7764096291698236,0.9025797894431044
case_429,0.7859144171004375,0.8524322244300714,0.7630368092821316
case_430,0.8734869216913029,0.8257670388154728,0.7863904329070857
case_431,0.6635113480423508,0.778670517605645,0.6412796561111731
case_432,0.9002455361061137,0.8006459773836644,0.9116256637995037
case_433,0.9097647596738808,0.8734579416730048,0.8631251933626596
case_434,0.7971435733017452,0.830187959590946,0.8226680193845568
case_435,0.8720027392739553,0.763074567634581,0.882605084277744
case_436,0.8355561706872581,0.7677302297578193,0.7199886347676623
case_437,0.8432742469168933,0.8574217671000208,0.7775439534619837
case_438,0.8842124778469134,0.8274019879415152,0.909184316521633
case_439,0.890362912744895,0.8073460348624241,0.8807074791847239
case_440,0.8770625390139742,0.8443884366573767,0.8643077955515757
case_441,0.8864215507912678,0.8642116812627268,0.8333318117704616
case_442,0.8855106280307703,0.8502134279225552,0.8983008038014009
case_443,0.8804846972387909,0.7846570318397007,0.8252483722647559
case_444,0.9120486667554084,0.7888855024122076,0.8362899779946006
case_445,0.8640588021299405,0.7357383258455412,0.8753571618065787
case_446,0.7943853257282483,0.8029691976313046,0.7590696153993843
case_447,0.8746159424430395,0.8008972018308477,0.8811658213690208
case_448,0.9062751510066275,0.8141481735258523,0.8979193404818931
case_449,0.8681283834638487,0.8308631602152062,0.7898612307962843
case_450,0.8201536258521577,0.8292128195520929,0.9026685171201003
case_451,0.5627756687693035,0.8140734890982733,0.6954872770435617
case_452,0.8542983186041195,0.860320971183167,0.9022063133785907
